full ID,dam,sire
C12-0405,C11-0908-,C11-2006
C12-0501-,C11-2006,C11-0405-
C12-0502,C11-2006,C11-0503-
C12-0503,C11-2006,C11-1413-
C12-0504,C11-2006,C11-0908-
C12-0607-,C11-0105-,C11-1617-
C12-0620-,C11-0105-,C11-0607-
C12-0706-,C11-1617-,C11-0105-
C12-0708~,C11-1617-,C11-0504-
C12-0807~,C11-0504-,C11-1617-
C12-0809,C11-0504-,C11-1615-
C12-0908,C11-1615-,C11-0504-
C12-0910-,C11-1615-,C11-1516~
C12-1009-,C11-1516~,C11-1615-
C12-1011~,C11-1516~,C11-0204~
C12-1110~,C11-0204~,C11-1516~
C12-1112-,C11-0204~,C11-1718~
C12-1211~,C11-1718~,C11-0204~
C12-1213,C11-1718~,C11-0201-
C12-1312,C11-0201-,C11-1718~
C12-1314~,C11-0201-,C11-0205-
C12-1413,C11-0205-,C11-0201-
C12-1415,C11-0205-,C11-1514-
C12-1514,C11-1514-,C11-0205-
C12-1516-,C11-1514-,C11-1211-
C12-1615-,C11-1211-,C11-1514-
C12-1617~,C11-1211-,C11-0104-
C12-1716-,C11-0104-,C11-1211-
C12-1718-,C11-0104-,C11-0103-
C12-1817-,C11-0103-,C11-0104-
C12-1819-,C11-0103-,C11-2019~
C12-1918~,C11-2019~,C11-0103-
C12-1920-,C11-2019~,C11-0607-
C12-2006-,C11-0607-,C11-0105-
C12-2019-,C11-0607-,C11-2019~
C13-0102-,C12-0305-,C12-0503
C13-0103-,C12-0305-,C12-1314~
C13-0104-,C12-0305-,C12-0908
C13-0105~,C12-0305-,C12-1718-
C13-0201-,C12-0503,C12-0305-
C13-0203-,C12-0503,C12-1314~
C13-0204-,C12-0503,C12-0908
C13-0205-,C12-0503,C12-1718-
C13-0301-,C12-1314~,C12-0305-
C13-0302-,C12-1314~,C12-0503
C13-0304~,C12-1314~,C12-0908
C13-0305-,C12-1314~,C12-1718-
C13-0401-,C12-0908,C12-0305-
C13-0402-,C12-0908,C12-0503
C13-0403-,C12-0908,C12-1314~
C13-0405,C12-0908,C12-1718-
C13-0501,C12-1718-,C12-0305-
C13-0502~,C12-1718-,C12-0503
C13-0503-,C12-1718-,C12-1314~
C13-0504-,C12-1718-,C12-0908
C13-0607~,C12-1413,C12-0105-
C13-0620,C12-1413,C12-0204-
C13-0706,C12-0105-,C12-1413
C13-0708-,C12-0105-,C12-0302-
C13-0807-,C12-0302-,C12-0105-
C13-0809,C12-0302-,C12-0103-
C13-0908~,C12-0103-,C12-0302-
C13-0910-,C12-0103-,C12-0203~
C13-1009~,C12-0203~,C12-0103-
C13-1011,C12-0203~,C12-0807~
C13-1110-,C12-0807~,C12-0203~
C13-1112~,C12-0807~,C12-1819-
C13-1211,C12-1819-,C12-0807~
C13-1213-,C12-1819-,C12-1415
C13-1312-,C12-1415,C12-1819-
C13-1314-,C12-1415,C12-0304-
C13-1413-,C12-0304-,C12-1415
C13-1415~,C12-0304-,C12-1516-
C13-1514-,C12-1516-,C12-0304-
C13-1516-,C12-1516-,C12-0501-
C13-1615-,C12-0501-,C12-1516-
C13-1617-,C12-0501-,C12-0607-
C13-1716,C12-0607-,C12-0501-
C13-1718-,C12-0607-,C12-1920-
C13-1817~,C12-1920-,C12-0607-
C13-1819,C12-1920-,C12-1716-
C13-1918~,C12-1716-,C12-1920-
C13-1920-,C12-1716-,C12-0204-
C13-2006~,C12-0204-,C12-1413
C13-2019,C12-0204-,C12-1716-
C14-0102-,C13-0403-,C13-0503-
C14-0103~,C13-0403-,C13-1314-
C14-0104-,C13-0403-,C13-0908~
C14-0105-,C13-0403-,C13-1718-
C14-0201~,C13-0503-,C13-0403-
C14-0203-,C13-0503-,C13-1314-
C14-0204-,C13-0503-,C13-0908~
C14-0205-,C13-0503-,C13-1718-
C14-0301-,C13-1314-,C13-0403-
C14-0302-,C13-1314-,C13-0503-
C14-0304-,C13-1314-,C13-0908~
C14-0305~,C13-1314-,C13-1718-
C14-0401-,C13-0908~,C13-0403-
C14-0402~,C13-0908~,C13-0503-
C14-0403~,C13-0908~,C13-1314-
C14-0405~,C13-0908~,C13-1718-
C14-0501-,C13-1718-,C13-0403-
C14-0502-,C13-1718-,C13-0503-
C14-0503-,C13-1718-,C13-1314-
C14-0504-,C13-1718-,C13-0908~
C14-0607-,C13-0607~,C13-0105~
C14-0620,C13-0607~,C13-1920-
C14-0706,C13-0105~,C13-0607~
C14-0708-,C13-0105~,C13-0302-
C14-0807-,C13-0302-,C13-0105~
C14-0809,C13-0302-,C13-0103-
C14-0908,C13-0103-,C13-0302-
C14-0910~,C13-0103-,C13-0203-
C14-1009,C13-0203-,C13-0103-
C14-1011-,C13-0203-,C13-0807-
C14-1110-,C13-0807-,C13-0203-
C14-1112-,C13-0807-,C13-1312-
C14-1211~,C13-1312-,C13-0807-
C14-1213-,C13-1312-,C13-1817~
C14-1312-,C13-1817~,C13-1312-
C14-1314-,C13-1817~,C13-0401-
C14-1413~,C13-0401-,C13-1817~
C14-1415-,C13-0401-,C13-1413-
C14-1514-,C13-1413-,C13-0401-
C14-1516-,C13-1413-,C13-0304~
C14-1615-,C13-0304~,C13-1413-
C14-1617-,C13-0304~,C13-1514-
C14-1716~,C13-1514-,C13-0304~
C14-1718,C13-1514-,C13-1415~
C14-1817,C13-1415~,C13-1514-
C14-1819,C13-1415~,C13-1516-
C14-1918,C13-1516-,C13-1415~
C14-1920,C13-1516-,C13-1920-
C14-2006,C13-1920-,C13-0607~
C14-2019,C13-1920-,C13-1516-
C15-0102-,C14-0503-,C14-1211~
C15-0103,C14-0503-,C14-0204-
C15-0104,C14-0503-,C14-0102-
C15-0105,C14-0503-,C14-1514-
C15-0201-,C14-1211~,C14-0503-
C15-0203-,C14-1211~,C14-0204-
C15-0204~,C14-1211~,C14-0102-
C15-0205,C14-1211~,C14-1514-
C15-0301,C14-0204-,C14-0503-
C15-0302-,C14-0204-,C14-1211~
C15-0304-,C14-0204-,C14-0102-
C15-0305,C14-0204-,C14-1514-
C15-0401~,C14-0102-,C14-0503-
C15-0402-,C14-0102-,C14-1211~
C15-0403~,C14-0102-,C14-0204-
C15-0405,C14-0102-,C14-1514-
C15-0501,C14-1514-,C14-0503-
C15-0502-,C14-1514-,C14-1211~
C15-0503,C14-1514-,C14-0204-
C15-0504,C14-1514-,C14-0102-
C15-0607,C14-0620,C14-1413~
C15-0620~,C14-0620,C14-0706
C15-0706,C14-1413~,C14-0620
C15-0708-,C14-1413~,C14-0104-
C15-0807~,C14-0104-,C14-1413~
C15-0809,C14-0104-,C14-0708-
C15-0908,C14-0708-,C14-0104-
C15-0910,C14-0708-,C14-1615-
C15-1009,C14-1615-,C14-0708-
C15-1011,C14-1615-,C14-0402~
C15-1110-,C14-0402~,C14-1615-
C15-1112~,C14-0402~,C14-0105-
C15-1211-,C14-0105-,C14-0402~
C15-1213-,C14-0105-,C14-1110-
C15-1312-,C14-1110-,C14-0105-
C15-1314,C14-1110-,C14-1617-
C15-1413-,C14-1617-,C14-1110-
C15-1415-,C14-1617-,C14-0501-
C15-1514-,C14-0501-,C14-1617-
C15-1516-,C14-0501-,C14-0910~
C15-1615-,C14-0910~,C14-0501-
C15-1617,C14-0910~,C14-0302-
C15-1716,C14-0302-,C14-0910~
C15-1718,C14-0302-,C14-1213-
C15-1817-,C14-1213-,C14-0302-
C15-1819-,C14-1213-,C14-1716~
C15-1918-,C14-1716~,C14-1213-
C15-1920,C14-1716~,C14-0706
C15-2006,C14-0706,C14-0620
C15-2019,C14-0706,C14-1716~
H00-01,0,0
H00-02,0,0
H00-03,0,0
H00-04,0,0
H00-05,0,0
H00-06,0,0
H00-07,0,0
H00-08,0,0
H00-09,0,0
H00-10,0,0
H00-11,0,0
H00-12,0,0
H00-13,0,0
H00-14,0,0
H00-15,0,0
H00-16,0,0
H00-17,0,0
H00-18,0,0
H00-19,0,0
H00-20,0,0
H01-0102-,H00-01,H00-02
H01-0103~,H00-04,H00-02
H01-0104-,H00-05,H00-04
H01-0105-,H00-19,H00-20
H01-0201-,H00-06,H00-07
H01-0203-,H00-02,H00-04
H01-0204-,H00-11,H00-12
H01-0205-,H00-02,H00-01
H01-0301-,H00-05,H00-03
H01-0302-,H00-12,H00-11
H01-0304-,H00-08,H00-07
H01-0305-,H00-09,H00-10
H01-0401-,H00-14,H00-15
H01-0402-,H00-02,H00-03
H01-0403-,H00-19,H00-18
H01-0405-,H00-03,H00-04
H01-0501-,H00-07,H00-06
H01-0502-,H00-02,H00-05
H01-0503-,H00-04,H00-01
H01-0504-,H00-18,H00-17
H01-0607-,H00-03,H00-05
H01-0620-,H00-15,H00-14
H01-0706~,H00-04,H00-03
H01-0708~,H00-11,H00-10
H01-0807-,H00-01,H00-03
H01-0809-,H00-01,H00-04
H01-0908-,H00-01,H00-05
H01-0910~,H00-03,H00-01
H01-1009-,H00-03,H00-02
H01-1011~,H00-04,H00-05
H01-1110-,H00-05,H00-01
H01-1112-,H00-05,H00-02
H01-1211~,H00-06,H00-20
H01-1213~,H00-07,H00-08
H01-1312-,H00-08,H00-09
H01-1314-,H00-09,H00-08
H01-1413~,H00-10,H00-09
H01-1415~,H00-10,H00-11
H01-1514~,H00-12,H00-13
H01-1516~,H00-13,H00-12
H01-1615-,H00-13,H00-14
H01-1617-,H00-14,H00-13
H01-1716-,H00-15,H00-16
H01-1718-,H00-16,H00-15
H01-1817-,H00-16,H00-17
H01-1819-,H00-17,H00-16
H01-1918-,H00-17,H00-18
H01-1920-,H00-18,H00-19
H01-2006~,H00-20,H00-06
H01-2019~,H00-20,H00-19
H02-0102-,H01-0402-,H01-0504-
H02-0103-,H01-0402-,H01-1920-
H02-0104-,H01-0402-,H01-0607-
H02-0105-,H01-0402-,H01-0204-
H02-0201-,H01-0504-,H01-0402-
H02-0203-,H01-0504-,H01-1920-
H02-0204-,H01-0504-,H01-0607-
H02-0205-,H01-0504-,H01-0204-
H02-0301-,H01-1920-,H01-0402-
H02-0302-,H01-1920-,H01-0504-
H02-0304-,H01-1920-,H01-0607-
H02-0305-,H01-1920-,H01-0204-
H02-0401-,H01-0607-,H01-0402-
H02-0402-,H01-0607-,H01-0504-
H02-0403-,H01-0607-,H01-1920-
H02-0405-,H01-0607-,H01-0204-
H02-0501-,H01-0204-,H01-0402-
H02-0502-,H01-0204-,H01-0504-
H02-0503-,H01-0204-,H01-1920-
H02-0504~,H01-0204-,H01-0607-
H02-0607-,H01-1112-,H01-0201-
H02-0620-,H01-1112-,H01-0305-
H02-0706-,H01-0201-,H01-1112-
H02-0708-,H01-0201-,H01-0503-
H02-0807-,H01-0503-,H01-0201-
H02-0809-,H01-0503-,H01-1211~
H02-0908-,H01-1211~,H01-0503-
H02-0910-,H01-1211~,H01-0807-
H02-1009~,H01-0807-,H01-1211~
H02-1011-,H01-0807-,H01-0910~
H02-1110-,H01-0910~,H01-0807-
H02-1112~,H01-0910~,H01-1415~
H02-1211-,H01-1415~,H01-0910~
H02-1213-,H01-1415~,H01-0203-
H02-1312~,H01-0203-,H01-1415~
H02-1314-,H01-0203-,H01-1918-
H02-1413~,H01-1918-,H01-0203-
H02-1415~,H01-1918-,H01-0304-
H02-1514~,H01-0304-,H01-1918-
H02-1516~,H01-0304-,H01-0706~
H02-1615-,H01-0706~,H01-0304-
H02-1617-,H01-0706~,H01-0205-
H02-1716-,H01-0205-,H01-0706~
H02-1718-,H01-0205-,H01-0401-
H02-1817-,H01-0401-,H01-0205-
H02-1819-,H01-0401-,H01-1817-
H02-1918-,H01-1817-,H01-0401-
H02-1920-,H01-1817-,H01-0305-
H02-2006-,H01-0305-,H01-1112-
H02-2019~,H01-0305-,H01-1817-
H03-0102~,H02-0103-,H02-1514~
H03-0103~,H02-0103-,H02-1009~
H03-0104-,H02-0103-,H02-1716-
H03-0105~,H02-0103-,H02-0908-
H03-0201~,H02-1514~,H02-0103-
H03-0203-,H02-1514~,H02-1009~
H03-0204-,H02-1514~,H02-1716-
H03-0205-,H02-1514~,H02-0908-
H03-0301-,H02-1009~,H02-0103-
H03-0302-,H02-1009~,H02-1514~
H03-0304-,H02-1009~,H02-1716-
H03-0305-,H02-1009~,H02-0908-
H03-0401-,H02-1716-,H02-0103-
H03-0402-,H02-1716-,H02-1514~
H03-0403~,H02-1716-,H02-1009~
H03-0405-,H02-1716-,H02-0908-
H03-0501~,H02-0908-,H02-0103-
H03-0502-,H02-0908-,H02-1514~
H03-0503~,H02-0908-,H02-1009~
H03-0504-,H02-0908-,H02-1716-
H03-0607-,H02-1516~,H02-1110-
H03-0620-,H02-1516~,H02-1112~
H03-0706-,H02-1110-,H02-1516~
H03-0708-,H02-1110-,H02-1718-
H03-0807-,H02-1718-,H02-1110-
H03-0809-,H02-1718-,H02-0305-
H03-0908~,H02-0305-,H02-1718-
H03-0910-,H02-0305-,H02-0607-
H03-1009~,H02-0607-,H02-0305-
H03-1011-,H02-0607-,H02-0403-
H03-1110-,H02-0403-,H02-0607-
H03-1112-,H02-0403-,H02-1314-
H03-1211~,H02-1314-,H02-0403-
H03-1213~,H02-1314-,H02-1011-
H03-1312-,H02-1011-,H02-1314-
H03-1314-,H02-1011-,H02-0807-
H03-1413-,H02-0807-,H02-1011-
H03-1415~,H02-0807-,H02-0203-
H03-1514~,H02-0203-,H02-0807-
H03-1516-,H02-0203-,H02-0504~
H03-1615-,H02-0504~,H02-0203-
H03-1617~,H02-0504~,H02-0809-
H03-1716-,H02-0809-,H02-0504~
H03-1718-,H02-0809-,H02-2019~
H03-1817~,H02-2019~,H02-0809-
H03-1819-,H02-2019~,H02-0105-
H03-1918-,H02-0105-,H02-2019~
H03-1920-,H02-0105-,H02-1112~
H03-2006-,H02-1112~,H02-1516~
H03-2019-,H02-1112~,H02-0105-
H04-0102~,H03-0504-,H03-1312-
H04-0103-,H03-0504-,H03-0105~
H04-0104-,H03-0504-,H03-0405-
H04-0105-,H03-0504-,H03-1617~
H04-0201-,H03-1312-,H03-0504-
H04-0203-,H03-1312-,H03-0105~
H04-0204-,H03-1312-,H03-0405-
H04-0205-,H03-1312-,H03-1617~
H04-0301-,H03-0105~,H03-0504-
H04-0302-,H03-0105~,H03-1312-
H04-0304-,H03-0105~,H03-0405-
H04-0305-,H03-0105~,H03-1617~
H04-0401-,H03-0405-,H03-0504-
H04-0402-,H03-0405-,H03-1312-
H04-0403-,H03-0405-,H03-0105~
H04-0405-,H03-0405-,H03-1617~
H04-0501-,H03-1617~,H03-0504-
H04-0502-,H03-1617~,H03-1312-
H04-0503-,H03-1617~,H03-0105~
H04-0504-,H03-1617~,H03-0405-
H04-0607-,H03-0501~,H03-1516-
H04-0620~,H03-0501~,H03-1211~
H04-0706-,H03-1516-,H03-0501~
H04-0708-,H03-1516-,H03-1716-
H04-0807-,H03-1716-,H03-1516-
H04-0809-,H03-1716-,H03-2006-
H04-0908-,H03-2006-,H03-1716-
H04-0910-,H03-2006-,H03-0305-
H04-1009~,H03-0305-,H03-2006-
H04-1011-,H03-0305-,H03-0706-
H04-1110-,H03-0706-,H03-0305-
H04-1112-,H03-0706-,H03-1920-
H04-1211-,H03-1920-,H03-0706-
H04-1213-,H03-1920-,H03-0103~
H04-1312-,H03-0103~,H03-1920-
H04-1314-,H03-0103~,H03-0401-
H04-1413-,H03-0401-,H03-0103~
H04-1415~,H03-0401-,H03-0302-
H04-1514~,H03-0302-,H03-0401-
H04-1516-,H03-0302-,H03-0102~
H04-1615~,H03-0102~,H03-0302-
H04-1617~,H03-0102~,H03-0403~
H04-1716-,H03-0403~,H03-0102~
H04-1718~,H03-0403~,H03-1110-
H04-1817~,H03-1110-,H03-0403~
H04-1819-,H03-1110-,H03-0201~
H04-1918-,H03-0201~,H03-1110-
H04-1920-,H03-0201~,H03-1211~
H04-2006-,H03-1211~,H03-0501~
H04-2019-,H03-1211~,H03-0201~
H05-0104-,H04-0205-,H04-0708-
H05-0118-,H04-0205-,H04-0204-
H05-0204-,H04-1516-,H04-0708-
H05-0207~,H04-1516-,H04-1211-
H05-0312-,H04-0403-,H04-0302-
H05-0317-,H04-0403-,H04-0405-
H05-0401-,H04-0708-,H04-0205-
H05-0402-,H04-0708-,H04-1516-
H05-0509-,H04-0607-,H04-1615~
H05-0511-,H04-0607-,H04-0706-
H05-0608-,H04-1213-,H04-0203-
H05-0610-,H04-1213-,H04-0504-
H05-0614-,H04-1213-,H04-1819-
H05-0616-,H04-1213-,H04-0401-
H05-0702-,H04-1211-,H04-1516-
H05-0720-,H04-1211-,H04-0103-
H05-0806-,H04-0203-,H04-1213-
H05-0810-,H04-0203-,H04-0504-
H05-0814-,H04-0203-,H04-1819-
H05-0816-,H04-0203-,H04-0401-
H05-0905-,H04-1615~,H04-0607-
H05-0920-,H04-1615~,H04-0103-
H05-1006-,H04-0504-,H04-1213-
H05-1008~,H04-0504-,H04-0203-
H05-1014~,H04-0504-,H04-1819-
H05-1016-,H04-0504-,H04-0401-
H05-1105-,H04-0706-,H04-0607-
H05-1117-,H04-0706-,H04-0405-
H05-1203-,H04-0302-,H04-0403-
H05-1219-,H04-0302-,H04-0402-
H05-1307-,H04-0501-,H04-1211-
H05-1320-,H04-0501-,H04-0103-
H05-1406-,H04-1819-,H04-1213-
H05-1408-,H04-1819-,H04-0203-
H05-1410-,H04-1819-,H04-0504-
H05-1416-,H04-1819-,H04-0401-
H05-1518-,H04-0305-,H04-0204-
H05-1519~,H04-0305-,H04-0402-
H05-1606-,H04-0401-,H04-1213-
H05-1608~,H04-0401-,H04-0203-
H05-1610-,H04-0401-,H04-0504-
H05-1614-,H04-0401-,H04-1819-
H05-1703-,H04-0405-,H04-0403-
H05-1711-,H04-0405-,H04-0706-
H05-1801-,H04-0204-,H04-0205-
H05-1815-,H04-0204-,H04-0305-
H05-1912-,H04-0402-,H04-0302-
H05-1915-,H04-0402-,H04-0305-
H05-2009-,H04-0103-,H04-1615~
H05-2013-,H04-0103-,H04-0501-
H06-0102-,H05-0810-,H05-1912-
H06-0103-,H05-0810-,H05-1815-
H06-0104-,H05-0810-,H05-0509-
H06-0105-,H05-0810-,H05-2009-
H06-0201~,H05-1912-,H05-0810-
H06-0203-,H05-1912-,H05-1815-
H06-0204-,H05-1912-,H05-0509-
H06-0205-,H05-1912-,H05-2009-
H06-0301-,H05-1815-,H05-0810-
H06-0302-,H05-1815-,H05-1912-
H06-0304-,H05-1815-,H05-0509-
H06-0305-,H05-1815-,H05-2009-
H06-0401-,H05-0509-,H05-0810-
H06-0402-,H05-0509-,H05-1912-
H06-0403-,H05-0509-,H05-1815-
H06-0405-,H05-0509-,H05-2009-
H06-0501-,H05-2009-,H05-0810-
H06-0502-,H05-2009-,H05-1912-
H06-0503-,H05-2009-,H05-1815-
H06-0504-,H05-2009-,H05-0509-
H06-0607-,H05-1915-,H05-1307-
H06-0620-,H05-1915-,H05-0720-
H06-0706-,H05-1307-,H05-1915-
H06-0708~,H05-1307-,H05-0920-
H06-0807-,H05-0920-,H05-1307-
H06-0809-,H05-0920-,H05-1408-
H06-0908-,H05-1408-,H05-0920-
H06-0910~,H05-1408-,H05-1406-
H06-1009-,H05-1406-,H05-1408-
H06-1011-,H05-1406-,H05-0814-
H06-1110-,H05-0814-,H05-1406-
H06-1112-,H05-0814-,H05-0905-
H06-1211-,H05-0905-,H05-0814-
H06-1213~,H05-0905-,H05-1320-
H06-1312-,H05-1320-,H05-0905-
H06-1314-,H05-1320-,H05-2013-
H06-1413-,H05-2013-,H05-1320-
H06-1415-,H05-2013-,H05-0614-
H06-1514-,H05-0614-,H05-2013-
H06-1516-,H05-0614-,H05-1008~
H06-1615-,H05-1008~,H05-0614-
H06-1617-,H05-1008~,H05-0610-
H06-1716~,H05-0610-,H05-1008~
H06-1718-,H05-0610-,H05-0616-
H06-1817-,H05-0616-,H05-0610-
H06-1819-,H05-0616-,H05-1105-
H06-1918-,H05-1105-,H05-0616-
H06-1920-,H05-1105-,H05-0720-
H06-2006-,H05-0720-,H05-1915-
H06-2019-,H05-0720-,H05-1105-
H07-0102~,H06-1312-,H06-0403-
H07-0103-,H06-1312-,H06-0402-
H07-0104~,H06-1312-,H06-0708~
H07-0105-,H06-1312-,H06-1112-
H07-0201-,H06-0403-,H06-1312-
H07-0203-,H06-0403-,H06-0402-
H07-0204-,H06-0403-,H06-0708~
H07-0205-,H06-0403-,H06-1112-
H07-0301~,H06-0402-,H06-1312-
H07-0302-,H06-0402-,H06-0403-
H07-0304-,H06-0402-,H06-0708~
H07-0305-,H06-0402-,H06-1112-
H07-0401~,H06-0708~,H06-1312-
H07-0402-,H06-0708~,H06-0403-
H07-0403-,H06-0708~,H06-0402-
H07-0405-,H06-0708~,H06-1112-
H07-0501-,H06-1112-,H06-1312-
H07-0502-,H06-1112-,H06-0403-
H07-0503-,H06-1112-,H06-0402-
H07-0504-,H06-1112-,H06-0708~
H07-0607-,H06-1213~,H06-0102-
H07-0620~,H06-1213~,H06-0301-
H07-0706-,H06-0102-,H06-1213~
H07-0708~,H06-0102-,H06-0304-
H07-0807-,H06-0304-,H06-0102-
H07-0809-,H06-0304-,H06-0504-
H07-0908-,H06-0504-,H06-0304-
H07-0910~,H06-0504-,H06-1516-
H07-1009-,H06-1516-,H06-0504-
H07-1011-,H06-1516-,H06-1514-
H07-1110-,H06-1514-,H06-1516-
H07-1112-,H06-1514-,H06-0305-
H07-1211-,H06-0305-,H06-1514-
H07-1213~,H06-0305-,H06-1920-
H07-1312-,H06-1920-,H06-0305-
H07-1314-,H06-1920-,H06-1615-
H07-1413-,H06-1615-,H06-1920-
H07-1415-,H06-1615-,H06-0607-
H07-1514-,H06-0607-,H06-1615-
H07-1516-,H06-0607-,H06-0807-
H07-1615-,H06-0807-,H06-0607-
H07-1617-,H06-0807-,H06-2019-
H07-1716~,H06-2019-,H06-0807-
H07-1718-,H06-2019-,H06-0405-
H07-1817-,H06-0405-,H06-2019-
H07-1819-,H06-0405-,H06-1110-
H07-1918~,H06-1110-,H06-0405-
H07-1920-,H06-1110-,H06-0301-
H07-2006-,H06-0301-,H06-1213~
H07-2019-,H06-0301-,H06-1110-
H08-0102-,H07-1516-,H07-0201-
H08-0103-,H07-1516-,H07-1009-
H08-0104-,H07-1516-,H07-0105-
H08-0105-,H07-1516-,H07-0103-
H08-0201~,H07-0201-,H07-1516-
H08-0203-,H07-0201-,H07-1009-
H08-0204-,H07-0201-,H07-0105-
H08-0205-,H07-0201-,H07-0103-
H08-0301-,H07-1009-,H07-1516-
H08-0302-,H07-1009-,H07-0201-
H08-0304-,H07-1009-,H07-0105-
H08-0305-,H07-1009-,H07-0103-
H08-0401-,H07-0105-,H07-1516-
H08-0402-,H07-0105-,H07-0201-
H08-0403-,H07-0105-,H07-1009-
H08-0405-,H07-0105-,H07-0103-
H08-0501-,H07-0103-,H07-1516-
H08-0502-,H07-0103-,H07-0201-
H08-0503~,H07-0103-,H07-1009-
H08-0504-,H07-0103-,H07-0105-
H08-0607-,H07-1213~,H07-1413-
H08-0620-,H07-1213~,H07-0104~
H08-0706-,H07-1413-,H07-1213~
H08-0708~,H07-1413-,H07-1312-
H08-0807-,H07-1312-,H07-1413-
H08-0809~,H07-1312-,H07-0706-
H08-0908-,H07-0706-,H07-1312-
H08-0910-,H07-0706-,H07-0102~
H08-1009-,H07-0102~,H07-0706-
